auid,formula,NE,NA,BGAP,EPA,ASPIN,ENPA,VPA,D,BM,SM,YM,ANI,PR,PUGR,IPUGR,DT_AGL,vs,vl,vm,DT_A_AGL,gruneisen,Cv_300,Cp_300,TEX_300,TC_300,VIB_EN_300,VIB_FE_300
aflow:001a4bbb607a30b0,Nb2P2,2,4,0,-7.32258,0,-7.32258,16.2039,6.3475,158.507,79.1079,203.474,2.46964,0.286052,0.499082,2.003678754,469.053,3530.27,5392.58,3868.13,295.451,1.96896,10.6662,10.8413,0.0000277,16.883,0.245604,12.9887
aflow:0035c52ef4fe3fdc,Pt10Se8,2,18,0,-3.90997,0,-3.90997,18.9249,12.5892,132.396,46.8773,125.786,1.04954,0.341654,0.354068,2.824316233,245.998,1929.67,2947.62,2114.35,93.8666,2.4657,52.2938,53.8611,0.00004,1.33708,0.405243,-41.5298
aflow:004419866f33d7b2,Ga1Pd2Sc1,3,4,0,-4.09196,0,-4.09196,16.601,8.18949,121.089,30.5452,84.5282,0.429569,0.383655,0.252255,3.964242532,248.895,1931.27,2950.07,2116.1,156.86,2.28361,11.6111,12.0123,0.0000498,2.43747,0.402005,-40.4934
aflow:006fb71322057339,Cs3In9,2,12,0,-2.29611,0,-2.29611,36.8414,5.37904,21.6987,13.0319,32.5745,0.814781,0.249797,0.600584,1.665046022,148.99,1556.51,2377.61,1705.47,65.0817,2.57809,35.6387,41.4413,0.000194347,0.36912,0.552799,-87.5026
aflow:007edcc20ee1c898,Ca1S1,2,2,2.381,-5.21916,0,-5.21916,23.3449,2.56569,57.1111,38.9633,95.2327,0.210535,0.222083,0.682236,1.465768444,436.099,3896.96,5952.7,4269.91,346.053,1.93521,5.42394,5.6097,0.0000585,14.7572,0.263961,6.17766
aflow:008f8da25d4acde9,Ag2I2,2,4,1.9774,-1.37165,0,-1.37165,33.7968,5.76754,10.8325,4.23405,11.238,2.00831,0.327095,0.390866,2.558421556,133.151,856.806,1308.79,938.805,83.7847,2.49393,11.9,13.2897,0.000149012,0.562013,0.576844,-94.8495
aflow:0096426c57ae3f16,Ag1Zr2,2,3,0,-5.86978,0,-5.86978,21.5623,7.45234,94.3041,34.2884,91.7458,3.0015,0.337855,0.363594,2.750320412,258.016,2145,3276.54,2350.28,178.887,1.9271,8.68414,8.88198,0.0000389,6.13645,0.391793,-37.2142
aflow:009ca3e52fd070b4,La6Ru8Sn26,3,40,0,-4.67084,0,-4.67084,24.755,7.92862,82.0611,31.6573,84.1508,0.497168,0.329089,0.385777,2.592171125,230.033,1998.2,3052.3,2189.43,67.2524,2.27079,116.68,120.456,0.0000469,0.689631,0.422257,-46.9472
aflow:009e856d237a0cd3,Cu1Hf1Hg2,3,4,0,-3.05244,0,-3.05244,19.0498,14.017,100.961,15.6848,44.7376,13.8991,0.426147,0.155355,6.436870394,134.009,1057.82,1615.85,1159.06,84.4147,2.50532,11.8885,12.4233,0.0000585,0.638006,0.56279,-90.5582
aflow:00a84646b3922c25,Ca4Ge4Ni6,3,14,0,-3.24135,0.137069,-3.24135,18.2498,5.21772,70.4623,40.3887,101.729,0.609614,0.259377,0.573196,1.74460394,358.008,2782.21,4249.89,3048.47,148.539,1.87681,39.2357,40.4149,0.000053,3.49629,0.31164,-10.665
aflow:00cd175b0c3d7492,Mn2Sc4Se8,3,14,0.957,-5.96934,0.714224,-5.96934,25.891,4.22096,57.7667,19.8656,53.4678,0.789945,0.345736,0.343894,2.907872775,248.911,2169.43,3313.86,2377.05,103.313,1.90302,40.6345,41.8433,0.0000515,1.46419,0.401586,-40.3595
aflow:00cdc20a7cbc8937,Ge1Ni2Zn1,3,4,0,-2.55733,0,-2.55733,11.8015,8.98233,154.094,42.8333,117.603,3.78607,0.372802,0.277968,3.597536407,312.156,2183.72,3335.68,2392.71,196.548,2.45813,11.404,11.9407,0.0000621,2.85205,0.347436,-22.7293
aflow:00d4123713eaf16f,As4Co2,2,6,0,-4.34551,0,-4.34551,15.3833,7.51205,122.105,87.5661,212.017,0.901729,0.210609,0.717138,1.394431755,444.905,3414.2,5215.27,3740.95,244.893,2.31979,16.2095,16.7608,0.0000485,8.52199,0.259514,7.80801
aflow:00d5318ea4c2f57d,Cu4Ni1Yb1,3,6,0,-2.0045,0,-2.0045,14.2515,9.43621,100.506,37.0204,98.9163,0.148832,0.335969,0.368342,2.714868247,250.133,1980.72,3025.59,2170.28,137.58,2.26263,17.4251,18.4007,0.0000807,1.8199,0.403863,-41.0883
aflow:00daf46bc3833338,Cr4La4S12,3,20,0.2562,-6.34186,0.60111,-6.34186,20.4742,4.65669,81.7422,45.4029,114.93,0.346195,0.265666,0.55544,1.800374478,383.129,3122.51,4769.71,3421.34,141.098,2.03712,55.4987,57.1027,0.0000468,2.92377,0.295061,-4.92542
aflow:00fc9c966a3fa36d,Cu4Sb4Se8,3,16,0.7331,-3.57053,0,-3.57053,24.5761,5.79754,38.3451,19.7591,50.5881,0.191858,0.280119,0.515297,1.940628414,255.048,1846.13,2820.01,2022.81,101.197,2.16354,46.396,48.4292,0.0000664,1.39627,0.398069,-39.2316
aflow:011791cabef22ceb,As2Ba2Cu2,3,6,0,-3.70296,0,-3.70296,25.7276,5.93361,51.2146,34.2332,83.9866,0.0760792,0.226684,0.668427,1.496049681,257.911,2401.95,3669.04,2631.83,141.983,2.15515,17.3865,18.238,0.0000745,3.06018,0.395539,-38.4193
aflow:011b17af29b373b6,La3Sn7,2,10,0,-4.64174,0,-4.64174,29.8619,6.93727,53.1071,24.8106,64.4026,0.617509,0.297885,0.46718,2.14050259,200.961,1891.14,2888.77,2072.13,93.2959,2.13883,29.3662,30.4818,0.0000585,1.48385,0.456912,-57.8633
aflow:0129878b3f6b76d4,Cd2Er4Ge4,3,10,0,-4.41545,0,-4.41545,21.9778,8.94741,78.0052,49.104,121.762,0.692315,0.239841,0.629496,1.588572445,269.963,2342.66,3578.48,2566.86,125.323,2.05652,28.8627,29.8026,0.0000521,3.36541,0.381918,-34.0257
aflow:012e952be3f6311f,F9Y3,2,12,5.6023,-6.93161,0,-6.93161,13.0594,4.63794,96.7167,49.8366,127.594,0.000673349,0.280124,0.515285,1.940673608,489.191,3278.02,5007.26,3591.74,213.59,2.10577,31.7209,32.8233,0.0000547,4.35946,0.237223,16.1758
aflow:0132ab6b9cddd429,Pb3Yb1,2,4,0,-3.375,0,-3.375,30.1268,10.9498,25.6389,18.7323,45.191,0.672923,0.206234,0.730619,1.368702429,165.058,1307.95,1997.93,1433.13,103.943,2.02566,11.8327,12.4061,0.0000788,2.73178,0.510425,-74.4839
aflow:01481e25e4e09b70,Bi2Er6Mn1,3,9,0,-4.81311,0,-4.81311,27.3546,9.95858,60.3221,37.3113,92.8005,0.194458,0.243598,0.618534,1.616726001,212.024,1935.63,2956.72,2120.87,101.919,1.8344,26.3589,27.0516,0.0000471,3.3333,0.441888,-53.1485
aflow:015780f696dcf7c1,Cu36Ga16,2,52,0,-2.38663,0,-2.38663,12.9001,8.42504,118.55,54.6102,142.023,0.0293517,0.300333,0.460651,2.170840832,336.837,2545.96,3889.01,2789.61,90.2877,2.51039,147.1,156.13,0.0000796,0.657801,0.329781,-16.8292
aflow:0164efa5098257b9,Ir8Zr16,2,24,0,-8.32112,0,-8.32112,20.3264,10.2025,135.017,28.7191,80.453,0.105883,0.400688,0.212708,4.701280629,217.967,1677.77,2562.84,1838.34,75.5764,1.856,70.1631,71.151,0.0000251,1.26678,0.432676,-50.2445
aflow:01692a28f1f2dd06,Ho12Ru4,2,16,0,-5.22738,0,-5.22738,25.9246,9.54162,63.4508,28.0131,73.2583,0.423407,0.307572,0.441494,2.265036444,201.985,1713.44,2617.33,1877.42,80.1638,1.72595,46.9513,47.9238,0.0000397,2.00312,0.452591,-56.5098
aflow:01758f0392712488,Cr3N1Pt1,3,5,0,-6.92568,2.39131,-6.92568,14.5073,8.35768,115.186,54.0256,140.163,0.273075,0.297193,0.469029,2.132064329,343.932,2542.48,3883.7,2785.8,201.172,2.56492,14.1025,14.8126,0.0000645,3.6728,0.323738,-14.7881
aflow:0177b88e5627be73,Ga4Ho2Pd2,3,8,0,-3.79918,0,-3.79918,18.4683,9.23415,97.6385,46.7327,120.908,0.54583,0.293613,0.47863,2.089296534,277.089,2249.64,3436.37,2464.93,138.5,2.27119,23.0471,23.9287,0.0000552,2.78277,0.376013,-32.1097
aflow:018580c862562859,Ce1Tl3,2,4,0,-2.88539,0,-2.88539,27.4639,11.3856,57.2667,22.5359,59.7677,0.136771,0.326054,0.393526,2.541128159,148.013,1406.89,2149.06,1541.53,93.2342,2.47198,11.8663,12.5671,0.0000779,1.17159,0.539317,-83.3712
aflow:01a1f3fb30a91645,Ge8,1,8,0,-4.49498,0,-4.49498,23.6513,5.0965,61.5626,46.2513,110.965,0.117205,0.199588,0.751289,1.331045709,329.987,3012.5,4601.66,3300.8,165,2.26676,22.6722,23.7605,0.0000696,3.63824,0.333696,-18.1453
aflow:01a40028ad8815a4,As1Rh2,2,3,0,-4.6929,0,-4.6929,15.5065,10.0209,195.45,74.0754,197.301,0.774472,0.331755,0.378999,2.638529389,353.018,2718.84,4153.1,2979.04,244.757,2.42106,8.41814,8.6242,0.0000335,8.29395,0.313904,-11.4404
aflow:01a70da6b0c35513,Li2Se1,2,3,2.9755,-3.69781,0,-3.69781,18.2036,2.82303,33.8722,27.107,64.1962,0.046819,0.184126,0.800273,1.249573583,369.733,3098.73,4733.38,3395.28,256.544,1.80341,8.39009,9.00216,0.00013173,6.36615,0.307936,-9.39186
aflow:01ab8b80d4bc4c9e,Ga3Ni5,2,8,0,-2.52909,0,-2.52909,11.5657,9.02113,167.532,59.6626,159.995,1.06546,0.340831,0.356127,2.807987038,364.91,2571.7,3928.34,2817.82,182.5,2.2892,22.365,23.1547,0.0000509,3.28898,0.307265,-9.16077
aflow:01cd2fc4dc2035af,Ca2Ga4,2,6,0,-2.78475,0,-2.78475,21.3022,4.6655,50.705,43.6195,101.697,0.375836,0.165724,0.860262,1.16243656,341.195,3057.68,4670.68,3350.31,187.66,2.2556,16.9524,18.1104,0.0000984,3.93579,0.327252,-15.9765
aflow:01ecb38bdebc3a09,Ag2Dy2Sn2,3,6,0,-3.4453,0,-3.4453,24.396,8.82724,68.2056,39.1573,98.6025,0.140268,0.259056,0.574107,1.741835581,236.943,2106.17,3217.23,2307.74,130.426,2.24595,17.4773,18.1877,0.0000593,2.99707,0.416071,-44.9824
aflow:01f0334da2961bb4,C1Sn1,2,2,0,-4.989,0,-4.989,14.6866,7.38886,119.661,85.6568,207.467,0.0498539,0.211036,0.715828,1.396983633,444.036,3404.8,5200.92,3730.65,352.403,2.44261,5.40816,5.6342,0.0000565,14.5718,0.260568,7.42052
aflow:01f2970f2341e9d8,Si2Th1,2,3,0,-6.23099,0,-6.23099,21.6093,7.38234,99.273,29.1183,79.5747,3.25595,0.366404,0.293315,3.409303991,239.049,1986.03,3033.71,2176.1,165.713,2.09872,8.73028,8.95909,0.0000411,4.01412,0.412018,-43.6921
aflow:01f4a70d35a43898,Er1Hg2,2,3,0,-2.08292,0,-2.08292,23.8653,13.184,67.7116,29.7832,77.9245,0.246349,0.308195,0.439855,2.273476487,169.928,1503.01,2295.89,1646.86,117.871,2.56895,8.86839,9.39513,0.000075,1.9066,0.50426,-72.5808
aflow:01f91f60cd246632,S6Zn6,2,12,2.6969,-3.25406,0,-3.25406,19.3863,4.17313,71.0643,35.613,91.5466,0.163099,0.285296,0.501138,1.995458337,348.987,2921.28,4462.33,3200.86,152.44,1.99227,33.7571,35.0248,0.0000621,2.72643,0.318602,-13.0437
aflow:01fa5c13aa409040,As8Ga8,2,16,0,-3.752,0,-3.752,21.6969,5.53562,60.6984,41.2214,100.837,0,0.223119,0.679118,1.472498152,323.009,2728.84,4168.38,2990,128.183,2.24948,45.4473,47.6524,0.0000706,2.11284,0.338724,-19.8289
aflow:0213085c7ff3e4be,Al2Cu2O4,3,8,2.015,-6.06713,0,-6.06713,10.2056,4.98403,168.227,75.874,197.873,2.9358,0.303962,0.451022,2.217186745,590.863,3901.72,5959.98,4275.13,295.5,2.0182,19.955,20.455,0.0000413,8.57476,0.193979,33.6225
aflow:022594f5c2e9af37,Cu2Nb8Si2,3,12,0,-7.13188,0,-7.13188,16.5354,7.75364,181.289,85.7736,222.267,0.283214,0.295661,0.473131,2.113579537,429.069,3326.01,5080.57,3644.32,187.383,1.90483,32.6064,33.0673,0.0000246,8.36711,0.266263,5.33838
aflow:024a718017fd90ef,Rh4Sb12,2,16,0,-4.50305,0,-4.50305,25.6019,7.59113,87.5027,51.0463,128.208,0.12532,0.255802,0.583369,1.714180904,285.094,2593.16,3961.12,2841.33,113.102,2.33833,45.9669,47.4296,0.0000449,2.2737,0.367745,-29.4152
aflow:0251b0696ee50e10,Co8Ge26Lu6,3,40,0,-4.52699,0,-4.52699,16.3788,8.63944,110.428,66.5866,166.328,0.046784,0.248963,0.602988,1.658407796,349.038,2776.2,4240.71,3041.89,102.048,2.15844,112.485,116.257,0.0000512,1.69309,0.31794,-12.8182
aflow:0259d68674b800c3,B28,1,28,1.5403,-6.66565,0,-6.66565,6.9882,2.56868,223.147,235.923,523.336,0.0651913,0.109125,1.05725,0.945850083,1622.02,9583.64,14639.3,10500.8,534.152,1.63537,26.5769,26.7431,0.0000129,37.9524,0.0343385,156.255
aflow:02606407b3d5e7ab,Nb2Pt2,2,4,0,-6.62337,0.177159,-6.62337,16.5389,14.4577,216.745,85.0118,225.547,1.45863,0.326564,0.392221,2.549583016,319.006,2424.88,3704.06,2656.94,200.957,2.21113,11.3585,11.5433,0.0000244,9.63607,0.338058,-19.6065
aflow:0262e761a2b03f0f,Pd1Zr2,2,3,0,-7.0414,0,-7.0414,20.2039,7.91318,123.721,46.4699,123.898,0.66953,0.333095,0.375602,2.662392639,292.978,2423.32,3701.68,2655.24,203.155,1.9703,8.59342,8.76271,0.000033,8.32751,0.359522,-26.72
aflow:026d53f8b797a05e,Au2Ta6,2,8,0,-7.83415,0.15771,-7.83415,18.3374,16.7484,192.15,59.4105,161.579,3.08285,0.35985,0.309188,3.234278174,236.002,1883.41,2876.96,2063.66,118,1.97953,23.2844,23.6139,0.0000237,4.16073,0.41268,-43.9032
aflow:026d6e08c98dbea7,Al3La1Pd2,3,6,0,-4.37567,0,-4.37567,18.8077,6.36647,103.461,49.6809,128.478,0.0380186,0.293033,0.480188,2.082517681,342.065,2793.48,4267.1,3060.82,188.21,2.11533,16.911,17.401,0.0000452,5.23183,0.322325,-14.3091
aflow:028476054f7dbf3d,Co4Er4Ga4,3,12,0,-3.66619,0,-3.66619,16.8843,9.70137,102.263,32.525,88.222,1.14376,0.356217,0.318054,3.144120181,238.997,1831.02,2796.92,2006.25,104.393,1.97636,34.9177,35.9224,0.0000479,1.71742,0.411611,-43.5625
aflow:028a9b304113a9c2,C1In1La3,3,5,0,-5.46607,0,-5.46607,29.6516,6.08792,56.1611,33.7198,84.2898,0.00205153,0.249857,0.600411,1.665525782,249.041,2353.46,3594.98,2578.7,145.616,1.77678,14.5098,14.8621,0.0000451,5.83217,0.400925,-40.1477
aflow:02918067ce677bf4,K2O1,2,3,1.71,-3.40981,-0.00568047,-3.40981,22.7416,2.29266,27.3661,12.5009,32.5469,2.1859,0.301781,0.456802,2.189132272,260.925,2335.07,3566.88,2558.55,180.967,2.08919,8.70575,9.64772,0.000167342,1.76966,0.400864,-40.1279
aflow:029e474215844031,Ga4La4Pt4,3,12,0,-4.57995,0,-4.57995,22.0301,10.1439,91.5926,23.1236,63.986,0.664796,0.383568,0.252461,3.961007839,182.066,1509.82,2306.29,1654.31,79.4958,2.16219,35.368,36.4178,0.0000452,0.929383,0.480728,-65.2902
aflow:029f2208a4366d61,Bi2Ho6Rh1,3,9,0,-5.01502,0,-5.01502,27.6959,10.0623,57.5416,24.1127,63.4722,1.43659,0.316156,0.419049,2.386355772,178.031,1548.01,2364.63,1696.16,85.5735,1.83256,26.5464,27.2173,0.0000452,2.03229,0.486382,-67.0461
aflow:029fe9751aa1f2e7,Mo2P4,2,6,0,-6.78863,0,-6.78863,14.9707,5.83761,169.671,126.195,303.373,0.123516,0.201999,0.743763,1.344514314,631.054,4649.48,7102.19,5094.45,347.253,2.10328,14.5865,14.8336,0.0000268,22.4828,0.179548,39.9303
aflow:02c358a7dc44aac2,Sc4Te4,2,8,0,-5.21903,0,-5.21903,26.3779,5.43136,63.0066,29.7538,77.1215,1.52856,0.295996,0.472232,2.117603212,257.043,2340.54,3575.24,2564.54,128.5,2.03341,23.1733,23.929,0.0000527,2.67267,0.394184,-37.9838
aflow:02de8fc28502ff13,Ge6Rh10,2,16,0,-4.65484,0.139018,-4.65484,14.3865,10.5655,173.993,62.4228,167.265,0.609871,0.339778,0.358766,2.787332133,349.966,2430.67,3712.91,2663.29,138.898,2.38463,44.9642,46.0996,0.0000349,2.60458,0.316693,-12.3931
aflow:02dec0b796759ab7,C1Er1Rh3,3,5,0,-5.69427,0,-5.69427,14.2877,11.3429,202.65,79.8946,211.844,0.00317891,0.325772,0.394249,2.53646807,359.071,2653.97,4054.01,2907.96,209.944,2.18476,13.996,14.2794,0.0000307,7.84537,0.309502,-9.93077
aflow:02f0db62eca4baea,Rh1Y1,2,2,0,-6.08825,0,-6.08825,20.0279,7.95165,112.894,41.1834,110.155,0.106333,0.337377,0.364795,2.741265642,272.937,2275.79,3476.33,2493.59,216.68,2.01561,5.76515,5.89961,0.0000382,8.35667,0.37783,-32.7
aflow:030fa021c2a666f9,F12Na4Zn4,3,20,5.1534,-4.1637,0,-4.1637,11.6437,4.14619,74.6982,35.9334,92.9033,0.032828,0.292714,0.481048,2.078794632,430.305,2943.91,4496.9,3225.65,158.413,2.08201,54.5102,57.7356,0.0000935,1.66288,0.270016,3.97637
aflow:032645bbe4ef9028,Mn2Te2,2,4,0,-5.59072,2.49983,-5.59072,26.3205,5.75809,52.4546,20.2234,53.7612,0.121366,0.329182,0.385542,2.593751135,204.976,1874.08,2862.7,2053.44,129.142,1.99584,11.7391,12.2445,0.0000692,2.37687,0.453201,-56.7012
aflow:03272c182775a496,Mn2Si2Y1,3,5,0,-6.68496,1.59833,-6.68496,18.4199,4.59676,83.9097,61.8221,148.898,0.100096,0.204249,0.736769,1.357277518,442.203,3667.3,5601.89,4018.27,258.483,2.21015,13.5327,14.0666,0.0000588,8.16405,0.261612,7.03727
aflow:032b67f4287490a2,Ca8H4N4,3,16,1.6384,-4.72334,0,-4.72334,16.1743,2.44278,55.7889,39.7447,96.3531,0.318981,0.21215,0.712413,1.403680169,562.883,4033.64,6161.49,4419.68,223.427,1.8937,40.6148,42.1021,0.0000641,4.85686,0.2052,28.9073
aflow:033207703b32945f,Ni3P3W3,3,9,0,-6.31821,0,-6.31821,12.389,12.22,253.719,80.468,218.323,0.204285,0.356585,0.317154,3.153042371,370.033,2566.11,3919.8,2811.7,177.877,2.16591,25.0859,25.534,0.0000273,5.2733,0.302227,-7.41988
aflow:0333f4a56bc81637,Ir4Si4Ta4,3,12,0,-8.04192,0,-8.04192,14.9032,14.9028,256.698,129.538,332.657,0.171017,0.284016,0.50463,1.981649922,395.062,2948.25,4503.52,3230.4,172.532,2.08377,33.0954,33.5381,0.0000213,8.97583,0.285868,-1.693
