compound,auid,aurl,Pearson_symbol_orig,point_group_Schoenflies_orig,point_group_structure_orig,point_group_type_orig,spacegroup_orig,spacegroup_relax,Pearson_symbol_relax,crystal_family,nspecies,species,natoms,density,volume_atom,volume_cell,bader_net_charges,bader_atomic_volumes,spin_atom,nbondxx,Egap,energy_atom,energy_cell,enthalpy_atom,enthalpy_cell,enthalpy_formation_cell,entropic_temperature,ael_bulk_modulus_reuss,ael_bulk_modulus_voigt,ael_bulk_modulus_vrh,ael_debye_temperature,ael_elastic_anisotropy,ael_poisson_ratio,ael_pughs_modulus_ratio,ael_shear_modulus_reuss,ael_shear_modulus_voigt,ael_shear_modulus_vrh,ael_speed_sound_average,ael_speed_sound_longitudinal,ael_speed_sound_transverse,ael_stiffness_tensor,ael_youngs_modulus_vrh,agl_acoustic_debye,agl_debye,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_gruneisen,agl_vibrational_entropy_300K_atom,agl_vibrational_entropy_300K_cell,agl_vibrational_free_energy_300K_atom,agl_vibrational_free_energy_300K_cell,
Ca1O3Zr1,aflow:26237603f1b44cd0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1O3Zr1_ICSD_29003,cP5,O_h,2_x_symmetric,centrosymmetric,221,221,cP5,cubic,3,"['Ca', 'O', 'Zr']",5,4.12971,14.419,72.0952,"[1.6234, -1.3504, -1.3504, -1.3504, 2.4277]","[14.75, 15.23, 15.23, 15.23, 11.66]",0,"[4.162, 2.94298, 3.6044, 2.94298, 2.081, 4.162]",3.2142,-8.14593,-40.7296,-8.14593,-40.7296,-15.3915,37591.5,154.461,154.461,154.461,596.516,0.742071,0.274925,0.529619,76.1543,87.4567,81.8055,4876.68,6798.61,4450.73,"[[326.317, 68.5333, 68.5333, 0, 0, 0], [68.5333, 326.317, 68.5333, 0, 0, 0], [68.5333, 68.5333, 326.317, 0, 0, 0], [0, 0, 0, 59.8333, 0, 0], [0, 0, 0, 0, 59.8333, 0], [0, 0, 0, 0, 0, 59.8333]]",208.592,346.204,592.162,12.7014,12.4536,15.2909,0.0000326,2.0278,0.193097,0.965487,33.9994,169.997,
Rh4Sb4Se4,aflow:2642668e64b7404d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Sb1Se1_ICSD_650254,cP12,T,alternating,enantiomorphic,198,198,cP12,cubic,3,"['Rh', 'Sb', 'Se']",12,8.244,20.3851,244.622,"[-0.2629, -0.2629, -0.2629, -0.2629, 0.658, 0.658, 0.658, 0.658, -0.3951, -0.3951, -0.3951, -0.3951]","[18.22, 18.22, 18.22, 18.22, 21.35, 21.35, 21.35, 21.35, 21.57, 21.57, 21.57, 21.57]",0,"[4.37979, 2.62344, 2.57291, 3.82991, 2.65232, 3.83044]",0.6407,-4.46715,-53.6058,-4.46715,-53.6058,,,110.427,110.461,110.444,333.614,0.197476,0.256077,0.582582,63.0985,65.5867,64.3426,3061.07,4267.45,2793.7,"[[219.617, 55.9167, 55.9167, 0, 0, 0], [55.9167, 219.617, 55.9167, 0, 0, 0], [55.8167, 55.9167, 219.617, 0, 0, 0], [0, 0, 0, 54.7333, 0, 0], [0, 0, 0, 0, 54.7333, 0], [0, 0, 0, 0, 0, 54.7333]]",161.639,146.325,335.096,34.9823,33.9193,3.48454,0.0000435,2.37086,0.328139,3.93767,-16.2757,-195.308,
Mn1,aflow:266a4c0484d78664,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1_ICSD_41509,cF4,O_h,2_x_symmetric,centrosymmetric,225,225,cF4,cubic,1,['Mn'],1,4.80399,18.9898,18.9898,[0],[18.99],4.46355,[2.99464],0,-6.65142,-6.65142,-6.65142,-6.65142,,,54.3111,54.3111,54.3111,307.679,4.3277,0.264016,0.560082,21.2307,39.6067,30.4187,2757.16,3843.77,2516.34,"[[68.7667, 47.0833, 47.0833, 0, 0, 0], [47.0833, 68.7667, 47.0833, 0, 0, 0], [47.0833, 47.0833, 68.7667, 0, 0, 0], [0, 0, 0, 58.7833, 0, 0], [0, 0, 0, 0, 58.7833, 0], [0, 0, 0, 0, 0, 58.7833]]",76.8994,299,298.907,2.94193,2.86029,20.9082,0.0000644,1.43004,0.355638,0.355638,-25.4416,-25.4416,
Cu2In1Ti1,aflow:2670645cbe129c86,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2In1Ti1_ICSD_103020,cF16,O_h,2_x_symmetric,centrosymmetric,225,225,cF16,cubic,3,"['Cu', 'In', 'Ti']",4,7.75626,15.5115,62.0459,"[-0.5875, -0.5874, -0.152, 1.3269]","[15.39, 15.39, 19.43, 11.84]",0.0063205,"[3.14216, 2.72119, 2.72119, 4.44368, 3.14216, 4.44368]",0,-3.05819,-12.2327,-3.05819,-12.2327,,,117,117,117,309.605,2.46947,0.334756,0.371404,34.8485,52.06,43.4543,2593.48,3615.58,2366.95,"[[142.933, 104.033, 104.033, 0, 0, 0], [104.033, 142.933, 104.033, 0, 0, 0], [104.033, 104.033, 142.933, 0, 0, 0], [0, 0, 0, 73.8, 0, 0], [0, 0, 0, 0, 73.8, 0], [0, 0, 0, 0, 0, 73.8]]",116.002,192.138,304.909,11.8527,11.4266,4.08727,0.0000549,2.23115,0.352369,1.40947,-24.3626,-97.4504,
Pd6Tl2,aflow:26737c8ff80a3df7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd3Tl1_ICSD_247272,tI16,D_4h,2_x_dihedral,centrosymmetric,139,139,tI16,tetragonal,2,"['Pd', 'Tl']",8,12.9195,16.8236,134.589,"[-0.1727, -0.1725, -0.1673, -0.1634, -0.1702, -0.1702, 0.5081, 0.5081]","[16.59, 16.59, 16.45, 16.42, 16.62, 16.62, 17.64, 17.64]",0,"[2.84075, 2.8379, 3.89465]",0,-2.84828,-22.7862,-2.84828,-22.7862,,,131.539,131.717,131.628,232.322,1.2298,0.352629,0.326854,38.3161,47.73,43.0231,1999.5,2787.51,1824.85,"[[178.6, 93, 120.6, 0, 0, 0], [93, 178.6, 120.6, 0, 0, 0], [120.2, 120.2, 160.65, 0, 0, 0], [0, 0, 0, 67.3167, 0, 0], [0, 0, 0, 0, 67.3167, 0], [0, 0, 0, 0, 0, 42.6667]]",116.388,114.5,229.016,24.5257,23.3543,1.28457,0.0000593,2.75249,0.425863,3.40691,-48.0902,-384.722,
Mn4Si4Tb4,aflow:26746da8e6373765,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Mn1Si1Tb1_ICSD_88060,oP12,D_2h,2_x_dihedral,centrosymmetric,62,62,oP12,orthorhombic,3,"['Mn', 'Si', 'Tb']",12,7.66252,17.4775,209.73,"[-0.2652, -0.2652, -0.2652, -0.2652, -0.8986, -0.8986, -0.8986, -0.8986, 1.1638, 1.1638, 1.1638, 1.1638]","[14.91, 14.91, 14.91, 14.91, 20.02, 20.02, 20.02, 20.02, 17.5, 17.5, 17.5, 17.5]",0,"[3.15465, 2.40849, 2.83188, 3.77895, 3.01815, 3.27225]",0,-5.28105,-63.3726,-5.28105,-63.3726,,,92.9675,99.5889,96.2782,350.624,0.603491,0.243363,0.619217,56.6043,62.63,59.6171,3056.28,4260.77,2789.33,"[[200.417, 71.15, 48.55, 0, 0, 0], [69, 114.983, 66.7, 0, 0, 0], [46.9333, 69.5, 211.333, 0, 0, 0], [0, 0, 0, 68.6333, 0, 0], [0, 0, 0, 0, 65.3, 0], [0, 0, 0, 0, 0, 65.2333]]",148.251,160.302,367.018,34.3733,33.4998,5.22674,0.0000437,1.9616,0.304828,3.65793,-8.31985,-99.8381,
In1N1,aflow:26a5e73a0b625ec0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1N1_ICSD_157516,cF8,O_h,2_x_symmetric,centrosymmetric,225,225,cF8,cubic,2,"['In', 'N']",2,8.33968,12.8256,25.6511,"[1.4331, -1.4331]","[13.37, 12.28]",0,"[3.31035, 2.34077, 3.31035]",0,-5.24527,-10.4905,-5.24527,-10.4905,0.549305,-4598.17,161.733,161.733,161.733,474.48,0.401185,0.250792,0.59772,92.9426,100.4,96.6713,3730.5,5200.71,3404.66,"[[253.333, 115.933, 115.933, 0, 0, 0], [115.933, 253.333, 115.933, 0, 0, 0], [115.933, 115.933, 253.333, 0, 0, 0], [0, 0, 0, 121.533, 0, 0], [0, 0, 0, 0, 121.533, 0], [0, 0, 0, 0, 0, 121.533]]",241.831,372.246,468.957,5.50109,5.33873,18.5531,0.0000439,2.29226,0.246665,0.49333,12.5889,25.1778,
Au1Li2Tl1,aflow:26a5e98fb6349d60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li2Tl1_ICSD_58534,cF16,T_d,symmetric,none,216,216,cF16,cubic,3,"['Au', 'Li', 'Tl']",4,9.24384,18.6472,74.5888,"[-1.2666, 0.8398, 0.8454, -0.4186]","[34.12, 4.303, 4.267, 31.9]",0,"[4.72494, 2.89342, 2.89342, 2.89342, 2.89342, 4.72494]",0,-2.21382,-8.85529,-2.21382,-8.85529,,,42.6333,42.6333,42.6333,130.373,16.0555,0.387379,0.243527,3.98471,16.78,10.3824,1161.22,1618.86,1059.79,"[[44.9667, 41.4667, 41.4667, 0, 0, 0], [41.4667, 44.9667, 41.4667, 0, 0, 0], [41.4667, 41.4667, 44.9667, 0, 0, 0], [0, 0, 0, 26.8, 0, 0], [0, 0, 0, 0, 26.8, 0], [0, 0, 0, 0, 0, 26.8]]",28.8085,82.5248,130.955,13.7976,11.9077,0.34524,0.000188844,2.62879,0.587097,2.34839,-97.975,-391.9,
Ho1Ir2Si2,aflow:26cc8f217298abc6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ho1Ir2Si2_ICSD_639356,tI10,D_4h,2_x_dihedral,centrosymmetric,139,139,tI10,tetragonal,3,"['Ho', 'Ir', 'Si']",5,12.3581,16.2731,81.3655,"[1.5852, -1.4653, -1.4723, 0.7526, 0.5998]","[15.57, 20.74, 20.77, 11.77, 12.51]",0,"[4.05332, 3.19984, 3.10956, 2.86613, 2.39177, 2.41218]",0,-6.63809,-33.1905,-6.63809,-33.1905,,,179.58,180.25,179.915,379.623,0.174705,0.250918,0.597357,105.667,109.28,107.473,3231.22,4504.67,2949,"[[314.283, 139.65, 102.333, 0, 0, 0], [139.517, 314.417, 102.333, 0, 0, 0], [100.633, 100.783, 308.317, 0, 0, 0], [0, 0, 0, 99.3833, 0, 0], [0, 0, 0, 0, 99.3833, 0], [0, 0, 0, 0, 0, 149.5]]",268.881,229.828,392.941,14.0412,13.8037,14.2106,0.0000269,2.12233,0.287334,1.43667,-2.21139,-11.0569,
La3Pd3Tl3,aflow:26d25aa179ffd64d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/La1Pd1Tl1_ICSD_104699,hP9,D_3h,dihedral,none,189,189,hP9,hexagonal,3,"['La', 'Pd', 'Tl']",9,9.8943,25.156,226.404,"[1.3896, 1.3911, 1.389, -0.7814, -1.1409, -1.1413, -0.3685, -0.3716, -0.366]","[23.88, 23.87, 23.89, 22.24, 25.63, 25.64, 27.09, 27.09, 27.07]",0,"[4.05479, 3.16564, 3.37015, 4.05479, 2.88787, 3.56201]",0,-3.91228,-35.2105,-3.91228,-35.2105,,,73.4674,72.5852,73.0263,167.449,0.603958,0.360956,0.306498,21.0837,23.6811,22.3824,1647.99,2297.47,1504.05,"[[99.5333, 58.0333, 62.8333, 0, 0, 0], [58.1333, 99.35, 63.1667, 0, 0, 0], [63.05, 63.0667, 85.8833, 0, 0, 0], [0, 0, 0, 31.6333, 0, 0], [0, 0, 0, 0, 32.6, 0], [0, 0, 0, 0, 0, 20.6667]]",60.923,79.8045,166.04,27.7681,26.6163,0.836206,0.0000603,2.34523,0.507956,4.5716,-73.7221,-663.499,
B8Th2W2,aflow:26d9422c3b0df1e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B4Th1W1_ICSD_615588,oS24,D_2h,2_x_dihedral,centrosymmetric,65,65,oS24,orthorhombic,3,"['B', 'Th', 'W']",12,10.6466,11.935,143.22,"[-0.6049, -0.6215, -0.6049, -0.6215, -0.6543, -0.7139, -0.5764, -0.4833, 1.7579, 1.7578, 0.6563, 0.7088]","[9.633, 9.687, 9.633, 9.687, 9.855, 10.08, 8.141, 7.931, 19.62, 19.62, 14.74, 14.59]",0,"[1.73529, 2.83912, 2.44049, 3.83177, 3.17642, 2.59312]",0,-7.6481,-91.7772,-7.6481,-91.7772,,,222.575,223.767,223.171,580.076,0.0814791,0.188023,0.787804,174.487,177.143,175.815,4452.62,6207.43,4063.71,"[[450.283, 112.017, 126.517, 0, 0, 0], [111.883, 442.317, 124.167, 0, 0, 0], [125.733, 125.517, 397.467, 0, 0, 0], [0, 0, 0, 189.767, 0, 0], [0, 0, 0, 0, 186.8, 0], [0, 0, 0, 0, 0, 199.767]]",417.745,256.396,587.093,30.4028,29.989,19.3883,0.0000243,1.8894,0.195128,2.34154,33.1322,397.587,
I2La10Sn6,aflow:26de4da23d20747b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I1La5Sn3_ICSD_95240,hP18,D_6h,2_x_dihedral,centrosymmetric,193,193,hP18,hexagonal,3,"['I', 'La', 'Sn']",18,6.46704,33.5941,604.693,"[-0.8337, -0.822, 1.2341, 1.2347, 1.2342, 1.2341, 1.2347, 1.2342, 1.0165, 1.0098, 1.0166, 1.0099, -1.6351, -1.6351, -1.6307, -1.6351, -1.6352, -1.6315]","[34.17, 34.04, 27.38, 27.36, 27.38, 27.38, 27.36, 27.38, 28.87, 28.94, 28.87, 28.94, 42.78, 42.78, 42.73, 42.78, 42.78, 42.75]",0.195805,"[3.59568, 3.26915, 4.20462, 3.59568, 3.32219, 4.24254]",0,-4.90841,-88.3514,-4.90841,-88.3514,,,48.7582,51.0148,49.8865,211.629,0.141835,0.261198,0.568036,28.0691,28.6056,28.3373,2293.61,3197.53,2093.28,"[[100.517, 36.4833, 29.1167, 0, 0, 0], [36.7, 100.6, 29.1167, 0, 0, 0], [29.8, 29.4833, 67.2167, 0, 0, 0], [0, 0, 0, 26.9333, 0, 0], [0, 0, 0, 0, 26.9333, 0], [0, 0, 0, 0, 0, 31.5167]]",71.478,82.0379,214.948,54.2821,52.6926,1.59877,0.0000501,1.97154,0.439398,7.90917,-52.3646,-942.563,
B1La1Rh3,aflow:27070fbb5351e884,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1La1Rh3_ICSD_44430,cP5,O_h,2_x_symmetric,centrosymmetric,221,221,cP5,cubic,3,"['B', 'La', 'Rh']",5,9.63829,15.7963,78.9813,"[-0.1345, 1.5001, -0.4552, -0.4552, -0.4552]","[7.967, 18.82, 17.4, 17.4, 17.4]",0,"[4.2905, 3.71568, 2.14525, 4.2905, 3.03384, 3.03384]",0,-5.33256,-26.6628,-5.33256,-26.6628,,,167.544,167.544,167.544,307.992,0.94661,0.354265,0.322835,49.4119,58.7667,54.0893,2595.66,3618.63,2368.95,"[[287.433, 107.6, 107.6, 0, 0, 0], [107.6, 287.433, 107.6, 0, 0, 0], [107.6, 107.6, 287.433, 0, 0, 0], [0, 0, 0, 38, 0, 0], [0, 0, 0, 0, 38, 0], [0, 0, 0, 0, 0, 38]]",146.502,180.704,309.021,14.5662,14.2529,5.12828,0.0000341,2.13133,0.347082,1.73541,-22.6121,-113.061,
Ga1Li2Pd1,aflow:2713c0e874f1f573,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Li2Pd1_ICSD_107084,cF16,T_d,symmetric,none,216,216,cF16,cubic,3,"['Ga', 'Li', 'Pd']",4,5.57698,14.1445,56.578,"[-0.289, 0.8215, 0.8258, -1.3584]","[21.59, 3.652, 3.555, 27.78]",0,"[4.30911, 2.63878, 2.63878, 2.63878, 2.63878, 4.30911]",0,-2.7672,-11.0688,-2.7672,-11.0688,,,66.2556,66.2556,66.2556,280.324,3.93115,0.337876,0.363539,17.2897,30.8833,24.0865,2277.09,3174.5,2078.2,"[[78.2, 60.2833, 60.2833, 0, 0, 0], [60.2833, 78.2, 60.2833, 0, 0, 0], [60.2833, 60.2833, 78.2, 0, 0, 0], [0, 0, 0, 45.5, 0, 0], [0, 0, 0, 0, 45.5, 0], [0, 0, 0, 0, 0, 45.5]]",64.4495,173.239,275.017,12.5125,11.5535,1.88047,0.000118646,2.24673,0.384311,1.53725,-34.8001,-139.2,
Ge8Y6,aflow:273c909f7818c460,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge4Y3_ICSD_88105,oS28,D_2h,2_x_dihedral,centrosymmetric,63,63,oS28,orthorhombic,2,"['Ge', 'Y']",14,5.92595,22.3002,312.203,"[-1.2226, -1.2226, -1.2226, -1.2226, -0.7106, -0.7106, -1.2835, -1.2835, 1.4851, 1.4851, 1.4851, 1.4851, 1.469, 1.469]","[26.18, 26.18, 26.18, 26.18, 24.61, 24.61, 27.2, 27.2, 17.28, 17.28, 17.28, 17.28, 17.37, 17.37]",0,"[2.60876, 2.91404, 3.75581]",0,-6.15269,-86.1377,-6.15269,-86.1377,-11.3289,13750.7,78.3154,76.8611,77.5883,336.397,0.162986,0.235083,0.643479,49.0361,50.8167,49.9264,3180.38,4433.78,2902.59,"[[121, 49.7667, 49.15, 0, 0, 0], [49.9333, 153.533, 41.5333, 0, 0, 0], [51.2833, 40.9333, 132.05, 0, 0, 0], [0, 0, 0, 47.2167, 0, 0], [0, 0, 0, 0, 64.9667, 0], [0, 0, 0, 0, 0, 53.9]]",123.327,138.581,333.996,40.672,39.5737,3.84335,0.0000469,1.95427,0.328199,4.59478,-16.2958,-228.141,
Ga6Hf6Pt6,aflow:27442c7248dcbea8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1Hf1Pt1_ICSD_156268,hP9,D_3h,dihedral,none,189,189,hP9,hexagonal,3,"['Ga', 'Hf', 'Pt']",18,14.124,17.3734,312.722,"[0.1952, 0.1958, 0.1981, 0.1963, 0.1957, 0.1981, 1.6722, 1.6756, 1.6739, 1.6722, 1.6756, 1.6739, -1.9561, -1.9566, -1.9561, -1.9566, -1.6986, -1.6986]","[14.58, 14.58, 14.56, 14.58, 14.58, 14.56, 14.12, 14.1, 14.11, 14.12, 14.1, 14.11, 23.93, 23.93, 23.93, 23.93, 22.46, 22.46]",0,"[3.28112, 2.99415, 2.59366, 3.54324, 2.81558, 3.53531]",0,-6.27174,-112.891,-6.27174,-112.891,,,161.93,163.148,162.539,287.518,0.232066,0.303286,0.45281,71.9829,75.2156,73.5992,2501.22,3486.96,2282.75,"[[264.55, 114.3, 123.933, 0, 0, 0], [115.167, 264.75, 124.8, 0, 0, 0], [124.983, 124.95, 210.867, 0, 0, 0], [0, 0, 0, 87.6833, 0, 0], [0, 0, 0, 0, 88.1667, 0], [0, 0, 0, 0, 0, 74.8667]]",191.842,111.419,291.979,52.6239,51.5791,3.01923,0.0000312,2.14612,0.360497,6.48895,-27.0405,-486.729,
Pb2Th2,aflow:275073da59966d13,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pb1Th1_ICSD_105631,tI8,D_4h,2_x_dihedral,centrosymmetric,141,141,tI8,tetragonal,2,"['Pb', 'Th']",4,11.2104,32.5312,130.125,"[-0.9188, -0.9187, 0.9197, 0.9178]","[34.03, 34.03, 31.03, 31.04]",0,"[3.71646, 3.38136, 3.71646]",0,-5.3499,-21.3996,-5.3499,-21.3996,,,63.8379,66.9704,65.4041,147.448,2.61499,0.340541,0.356853,18.5738,28.1056,23.3397,1580.99,2204.07,1442.9,"[[100.1, 81.8333, 36.4667, 0, 0, 0], [81.7, 100.1, 36.4667, 0, 0, 0], [37.6, 37.7333, 90.7333, 0, 0, 0], [0, 0, 0, 17.4833, 0, 0], [0, 0, 0, 0, 17.4833, 0], [0, 0, 0, 0, 0, 60.55]]",62.5756,95.124,151.016,12.1989,11.8558,2.04598,0.0000439,2.16515,0.529524,2.1181,-80.3645,-321.458,
Ru2Si2Y1,aflow:2754e65fc960c5cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ru2Si2Y1_ICSD_650661,tI10,D_4h,2_x_dihedral,centrosymmetric,139,139,tI10,tetragonal,3,"['Ru', 'Si', 'Y']",5,6.92472,16.6524,83.2622,,,0,"[2.96044, 2.36798, 3.16592, 2.53631, 3.22063, 4.1867]",0,-6.70781,-33.539,-6.70781,-33.539,,,149.938,152.317,151.128,437.81,0.25889,0.271833,0.5382,79.407,83.2667,81.3369,3755.22,5235.17,3427.22,"[[272.517, 113.4, 94.8833, 0, 0, 0], [113.4, 272.517, 94.8833, 0, 0, 0], [93.6167, 93.6167, 222.017, 0, 0, 0], [0, 0, 0, 69.55, 0, 0], [0, 0, 0, 0, 69.55, 0], [0, 0, 0, 0, 0, 122.183]]",206.894,269.594,460.906,13.6174,13.3847,14.3409,0.0000282,2.04768,0.249568,1.24784,11.4993,57.4965,
Al8Mo3,aflow:2758cc57bfa5c5ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Al8Mo3_ICSD_58001,mS22,C_2h,2_x_cyclic,centrosymmetric,12,12,mS22,monoclinic,2,"['Al', 'Mo']",11,4.97511,15.2828,168.11,"[0.8226, 0.8226, 0.6411, 0.6411, 0.6833, 0.6916, 1.0204, 1.0206, -1.9656, -2.189, -2.1888]","[11.01, 11.01, 11.77, 11.77, 12.01, 11.97, 9.759, 9.758, 25.69, 26.67, 26.67]",0,"[2.67019, 2.56068, 3.3824]",0,-5.247,-57.717,-5.247,-57.717,,,138.345,139.561,138.953,598.876,0.267929,0.202199,0.74314,100.653,105.87,103.262,4991.85,6959.16,4555.84,"[[249.083, 80.8167, 101.367, 18.05, 0, 0], [80.65, 283.55, 54.3167, -9.15, 0, 0], [100.733, 54.7667, 251.683, 12.1667, 0, 0], [18.2, -8.81667, 11.7167, 108.033, 0, 0], [0, 0, 0, 0, 118.767, 18.8333], [0, 0, 0, 0, 18.5667, 119.733]]",248.282,267.538,594.866,27.8878,27.3599,12.8291,0.0000327,1.96181,0.192267,2.11493,34.3556,377.911,
Ca24N16,aflow:275d885271ac3969,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ca3N2_ICSD_410754,cI80,T_h,2_x_alternating,centrosymmetric,206,206,cI80,cubic,2,"['Ca', 'N']",40,2.60877,18.8733,754.934,"[1.3315, 1.3306, 1.3306, 1.3286, 1.3306, 1.3286, 1.3315, 1.3306, 1.3306, 1.3315, 1.3286, 1.3306, 1.3315, 1.3306, 1.3306, 1.3286, 1.3306, 1.3286, 1.3315, 1.3306, 1.3306, 1.3315, 1.3286, 1.3306, -2.0012, -2.0012, -2.0012, -1.9957, -1.9942, -1.9942, -1.9942, -1.9938, -1.9942, -1.9938, -1.9938, -1.9942, -1.9942, -1.9938, -1.9942, -1.9942]","[15.03, 15.04, 15.06, 15.07, 15.06, 15.07, 15.03, 15.04, 15.04, 15.03, 15.07, 15.06, 15.03, 15.04, 15.06, 15.07, 15.06, 15.07, 15.03, 15.04, 15.04, 15.03, 15.07, 15.06, 24.35, 24.35, 24.35, 24.27, 24.71, 24.71, 24.71, 24.69, 24.71, 24.69, 24.69, 24.71, 24.71, 24.69, 24.71, 24.71]",0,"[3.15571, 2.45789, 3.75043]",1.1167,-5.32769,-213.108,-5.32769,-213.108,-31.9827,13786.7,67.358,67.4444,67.4012,441.255,0.00155252,0.284978,0.502005,33.8348,33.8367,33.8358,3946.06,5501.22,3601.39,"[[112.967, 44.7167, 44.7167, 0, 0, 0], [44.7167, 112.967, 44.7167, 0, 0, 0], [44.6167, 44.7167, 112.967, 0, 0, 0], [0, 0, 0, 33.6333, 0, 0], [0, 0, 0, 0, 33.6333, 0], [0, 0, 0, 0, 0, 33.6333]]",86.9564,130.996,448.143,111.399,107.868,1.71879,0.0000569,1.90342,0.257473,10.2989,8.56035,342.414,
Pt2V6,aflow:27616718e118dbf4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1V3_ICSD_105837,cP8,O_h,2_x_symmetric,centrosymmetric,223,223,cP8,cubic,2,"['Pt', 'V']",8,10.1784,14.19,113.52,"[-2.1719, -2.1726, 0.7374, 0.7374, 0.7108, 0.7108, 0.7108, 0.7374]","[22.43, 22.43, 11.38, 11.38, 11.51, 11.51, 11.51, 11.38]",0.209725,"[4.19329, 2.70675, 2.42099]",0,-6.06516,-48.5212,-6.06516,-48.5212,,,212.061,212.061,212.061,433.648,0.539136,0.286766,0.497138,100.031,110.817,105.424,3526.32,4916.06,3218.32,"[[419.983, 108.1, 108.1, 0, 0, 0], [108.1, 419.983, 108.1, 0, 0, 0], [108.1, 108.1, 419.983, 0, 0, 0], [0, 0, 0, 80.7333, 0, 0], [0, 0, 0, 0, 80.7333, 0], [0, 0, 0, 0, 0, 80.7333]]",271.311,215.5,430.925,22.1138,21.7224,9.42643,0.0000282,2.12131,0.26542,2.12336,5.64523,45.1619,
Ge4La2Pt4,aflow:277dc084d87d778f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge2La1Pt2_ICSD_416423,tP10,D_4h,2_x_dihedral,centrosymmetric,129,129,tP10,tetragonal,3,"['Ge', 'La', 'Pt']",10,11.2968,19.8224,198.224,"[0.3006, 0.3006, 0.3284, 0.3284, 1.606, 1.606, -0.9012, -0.9012, -1.3337, -1.3337]","[15.75, 15.75, 15.78, 15.78, 21.7, 21.7, 21.99, 21.99, 23.89, 23.89]",0,"[3.15028, 3.32683, 2.50475, 4.45516, 3.36526, 3.15028]",0,-5.14813,-51.4813,-5.14813,-51.4813,,,122.884,123.587,123.236,233.389,0.567505,0.345825,0.343674,40.1,44.6056,42.3528,2121.57,2957.69,1936.26,"[[186.783, 70.6833, 106.467, 0, 0, 0], [70.6833, 186.783, 106.467, 0, 0, 0], [107.25, 107.35, 169.917, 0, 0, 0], [0, 0, 0, 53.15, 0, 0], [0, 0, 0, 0, 54.9167, 0], [0, 0, 0, 0, 0, 28.6]]",113.999,110.006,237.087,29.9532,29.1132,1.88749,0.0000407,2.34024,0.413784,4.13784,-44.2547,-442.547,
Cd4Nb4O14,aflow:27893b56ecab0821,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_33672,cF88,O_h,2_x_symmetric,centrosymmetric,227,227,cF88,cubic,3,"['Cd', 'Nb', 'O']",22,6.50184,12.1343,266.954,"[1.2364, 1.223, 1.2229, 1.223, 2.8768, 2.8409, 2.8409, 2.8409, -1.1361, -1.1361, -1.1688, -1.1699, -1.1688, -1.1699, -1.1688, -1.17, -1.17, -1.1688, -1.1699, -1.1688, -1.1688, -1.1699]","[16.26, 16.37, 16.38, 16.37, 9.391, 9.421, 9.421, 9.421, 10.03, 10.03, 11.96, 12.01, 11.96, 12.01, 11.96, 12.02, 12.02, 11.96, 12.01, 11.96, 11.96, 12.01]",0,"[3.61371, 3.61371, 2.31974, 3.61371, 2.11561, 2.37812]",1.9621,-6.68657,-147.104,-6.68657,-147.104,,,181.711,181.711,181.711,415.209,0.210233,0.361121,0.306098,54.4761,56.7667,55.6214,3204.76,4467.77,2924.84,"[[276.8, 134.167, 134.167, 0, 0, 0], [134.167, 276.8, 134.167, 0, 0, 0], [134.167, 134.167, 276.8, 0, 0, 0], [0, 0, 0, 47.0667, 0, 0], [0, 0, 0, 0, 47.0667, 0], [0, 0, 0, 0, 0, 47.0667]]",151.415,155.601,435.886,60.9154,59.6213,2.66189,0.0000344,2.08891,0.26313,5.78886,6.48156,142.594,
